"TIME","GEO","UNIT","AIRPOL","AIREMSECT","Value","Flag and Footnotes"
"2009","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","100,124.54",""
"2009","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","124,691.61",""
"2009","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","124,248.91",""
"2009","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","14,509.77",""
"2009","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","19,537.38",""
"2009","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","19,458.96",""
"2009","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","39,498.73",""
"2009","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","46,131.28",""
"2009","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","46,018.3",""
"2009","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","28,015.85",""
"2009","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","68,989.14",""
"2009","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","67,398.73",""
"2009","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","14,536.69",""
"2009","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","61,042.18",""
"2009","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","58,930.79",""
"2009","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","596,941.79",""
"2009","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","633,930.55",""
"2009","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","601,009.81",""
"2009","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","16,891.4",""
"2009","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","5,325.16",""
"2009","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","4,992.08",""
"2010","European Union (28 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","4,471,947.5",""
"2010","European Union (28 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","4,918,189.97",""
"2010","European Union (28 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","4,785,960.6",""
"2010","European Union (15 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","3,626,890.92",""
"2010","European Union (15 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","3,963,936.76",""
"2010","European Union (15 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","3,838,038.54",""
"2010","Belgium","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","129,519.61",""
"2010","Belgium","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","137,513.57",""
"2010","Belgium","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","133,337.99",""
"2010","Bulgaria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","51,866.02",""
"2010","Bulgaria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","61,073.71",""
"2010","Bulgaria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","60,568.3",""
"2010","Czech Republic","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","130,330.63",""
"2010","Czech Republic","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","136,599.14",""
"2010","Czech Republic","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","135,633.72",""
"2010","Denmark","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","65,486.4",""
"2010","Denmark","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","64,869.75",""
"2010","Denmark","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","62,440.63",""
"2010","Germany (until 1990 former territory of the FRG)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","924,995.07",""
"2010","Germany (until 1990 former territory of the FRG)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","967,038.73",""
"2010","Germany (until 1990 former territory of the FRG)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","942,657.17",""
"2010","Estonia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","14,970.68",""
"2010","Estonia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","20,004.98",""
"2010","Estonia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","19,890.38",""
"2010","Ireland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","67,186.28",""
"2010","Ireland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","65,207.4",""
"2010","Ireland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","62,869.55",""
"2010","Greece","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","116,363.65",""
"2010","Greece","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","121,220.27",""
"2010","Greece","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","119,115.38",""
"2010","Spain","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","323,053.85",""
"2010","Spain","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","369,639.78",""
"2010","Spain","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","356,820.07",""
"2010","France","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","476,977.49",""
"2010","France","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","532,597.13",""
"2010","France","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","516,447.24",""
"2010","Croatia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","22,065.71",""
"2010","Croatia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","28,571.58",""
"2010","Croatia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","28,326.05",""
"2010","Italy","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","472,283.31",""
"2010","Italy","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","515,999.8",""
"2010","Italy","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","506,489.19",""
"2010","Cyprus","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","9,284.26",""
"2010","Cyprus","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","10,749.4",""
"2010","Cyprus","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","9,924.33",""
"2010","Latvia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","12,778.46",""
"2010","Latvia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","12,258.35",""
"2010","Latvia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","11,896.94",""
"2010","Lithuania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","9,698.05",""
"2010","Lithuania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","21,052.92",""
"2010","Lithuania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","20,906.34",""
"2010","Luxembourg","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","11,830.94",""
"2010","Luxembourg","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","13,594.76",""
"2010","Luxembourg","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","12,267.71",""
"2010","Hungary","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","61,468.95",""
"2010","Hungary","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","66,186.59",""
"2010","Hungary","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","65,493.05",""
"2010","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","3,022.53",""
"2010","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","3,346.57",""
"2010","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","3,025.43",""
"2010","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","219,714.98",""
"2010","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","224,085.38",""
"2010","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","213,791.64",""
"2010","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","78,621.27",""
"2010","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","86,859.02",""
"2010","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","84,788",""
"2010","Poland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","379,924.1",""
"2010","Poland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","409,588.88",""
"2010","Poland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","408,109.6",""
"2010","Portugal","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","58,947.63",""
"2010","Portugal","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","72,973.58",""
"2010","Portugal","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","70,338.99",""
"2010","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","93,527.93",""
"2010","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","118,200.63",""
"2010","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","117,705.63",""
"2010","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","14,606.28",""
"2010","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","19,567.62",""
"2010","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","19,493.93",""
"2010","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","41,513",""
"2010","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","47,052.85",""
"2010","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","46,948.35",""
"2010","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","49,028.45",""
"2010","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","77,382.23",""
"2010","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","75,707.28",""
"2010","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","21,174.47",""
"2010","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","67,116.31",""
"2010","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","64,981.6",""
"2010","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","611,707.52",""
"2010","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","647,839.06",""
"2010","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","615,986.09",""
"2010","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","16,654.7",""
"2010","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","5,174.37",""
"2010","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","4,798.01",""
"2011","European Union (28 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","4,314,550.44",""
"2011","European Union (28 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","4,766,407.65",""
"2011","European Union (28 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","4,630,144.63",""
"2011","European Union (15 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","3,472,488.18",""
"2011","European Union (15 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","3,808,442.8",""
"2011","European Union (15 countries)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","3,678,528.94",""
"2011","Belgium","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","119,269.73",""
"2011","Belgium","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","127,384.14",""
"2011","Belgium","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","122,948.75",""
"2011","Bulgaria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","57,114.84",""
"2011","Bulgaria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","66,703.53",""
"2011","Bulgaria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","66,191.92",""
"2011","Czech Republic","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","127,625.63",""
"2011","Czech Republic","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","135,579.41",""
"2011","Czech Republic","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","134,622.33",""
"2011","Denmark","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","58,192.75",""
"2011","Denmark","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","59,897.5",""
"2011","Denmark","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","57,397.41",""
"2011","Germany (until 1990 former territory of the FRG)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","905,616.09",""
"2011","Germany (until 1990 former territory of the FRG)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","946,138.95",""
"2011","Germany (until 1990 former territory of the FRG)","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","922,713.87",""
"2011","Estonia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","17,322.36",""
"2011","Estonia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","20,569.04",""
"2011","Estonia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","20,464.53",""
"2011","Ireland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","65,684.59",""
"2011","Ireland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","60,856.99",""
"2011","Ireland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","58,762.29",""
"2011","Greece","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","113,227.63",""
"2011","Greece","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","118,356.68",""
"2011","Greece","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","116,066.65",""
"2011","Spain","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","321,415.11",""
"2011","Spain","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","369,347.77",""
"2011","Spain","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","355,230.95",""
"2011","France","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","445,654.8",""
"2011","France","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","505,858.72",""
"2011","France","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","489,098.06",""
"2011","Croatia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","22,531.52",""
"2011","Croatia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","27,975.12",""
"2011","Croatia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","27,719.29",""
"2011","Italy","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","465,828.52",""
"2011","Italy","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","504,089.14",""
"2011","Italy","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","494,292.22",""
"2011","Cyprus","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","9,054.78",""
"2011","Cyprus","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","10,598.95",""
"2011","Cyprus","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","9,698.11",""
"2011","Latvia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","11,642.5",""
"2011","Latvia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","11,493.39",""
"2011","Latvia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","11,130.56",""
"2011","Lithuania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","10,264.41",""
"2011","Lithuania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","21,586.58",""
"2011","Lithuania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","21,418.22",""
"2011","Luxembourg","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","11,662.9",""
"2011","Luxembourg","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","13,360.9",""
"2011","Luxembourg","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","12,102.92",""
"2011","Hungary","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","60,220.18",""
"2011","Hungary","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","64,602.9",""
"2011","Hungary","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","63,906.33",""
"2011","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","3,074.72",""
"2011","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","3,411.24",""
"2011","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","3,077.66",""
"2011","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","206,083.59",""
"2011","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","210,764.41",""
"2011","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","200,048.97",""
"2011","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","76,143.12",""
"2011","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","84,773.88",""
